ATS,COD_ENTE,DENOM_ENTE,COD_STRUTTURA,COD_SUB,DENOM_STRUTTURA,COD_TIPO_STR,DESCR_TIPO_STR,DATA_APERTURA,DATA_CHIUSURA,INDIRIZZO,CAP,LOCALITA,TELEFONO,FAX,LIV_EMERG,PS_PEDIATRICO
321,704,ASST CENTRO SPEC. ORT. TRAUMATOLOGICO G.PINI/CTO,030912,00,P.O. CENTRO TRAUMATOLOGICO ORTOPEDICO - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995 12:00:00 AM,,"VIA BIGNAMI, 1",20126,MILANO,02582961,0258296500,PS,
328,727,ASST DI PAVIA,030191,00,OSPEDALE S.MARTINO - MEDE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,VIALE DEI MILLE 23,27035,MEDE,03848081,0384808390,PPI,
321,705,ASST OVEST MILANESE,030074,01,OSPEDALE G. FORNAROLI MAGENTA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2018 12:00:00 AM,,VIA AL DONATORE DI SANGUE   N.50,20013,MAGENTA,02979631,0297963235,DEA-PS,X
326,723,ASST DEL GARDA,030157,00,OSPEDALE CIVILE LA MEMORIA DI GAVARDO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1988 12:00:00 AM,,VIA ANDREA GOSA 74,25085,GAVARDO,03653781,0309145477,PS,
325,718,ASST PAPA GIOVANNI XXIII,030132,00,OSPEDALE CIVILE - S.GIOVANNI BIANCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995 12:00:00 AM,,VIA CASTELLI 5,24015,SAN GIOVANNI BIANCO,0345 27111,0345 43508,PS,
321,703,ASST FATEBENEFRATELLI SACCO,030056,00,PRESIDIO OSPED. V. BUZZI - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995 12:00:00 AM,,VIA CASTELVETRO 32,20154,MILANO,02  57991,0257995301,PS,X
323,713,ASST DELLA VALTELLINA E DELL'ALTO LARIO,030044,00,OSPEDALE DI CHIAVENNA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,VIA CERERIA 4,23022,CHIAVENNA,034367111,034367380,PS,
326,722,ASST DELLA FRANCIACORTA,030154,00,PRESIDIO OSPEDALIERO DI CHIARI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,VIALE MAZZINI 8,25032,CHIARI,03071021,0307109170,DEA-PS,
326,942,OSP.LE SACRO CUORE F.B.F. - BRESCIA,030942,00,IRCCS S.GIOVANNI DI DIO-FBF- BRESCIA,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,12/01/1996 12:00:00 AM,,VIA PILASTRONI N°4,25125,BRESCIA,03035011,030348255,Senza livello emergenza,
322,322,ATS DELL'INSUBRIA,030017,00,CASA DI CURA MATER DOMINI - CASTELLANZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1984 12:00:00 AM,,VIA GERENZANO 2,21053,CASTELLANZA,0331476111,0331476204,PS,
326,723,ASST DEL GARDA,030158,00,OSPEDALE DI LENO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,"P.ZZA DONATORI DI SANGUE, 1",25024,LENO,030 90541,0309145447,Senza livello emergenza,
324,716,ASST DI MONZA,030909,00,OSPEDALE S.GERARDO - MONZA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995 12:00:00 AM,,"VIA PERGOLESI, 33",20900,MONZA,039 2333330,0392333263,EAS-PS,X
326,326,ATS DI BRESCIA,030176,00,ISTITUTO CLINICO  S. ANNA - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1984 12:00:00 AM,,VIA DEL FRANZONE 31,25127,BRESCIA,0303197182,0303197635,PS,
328,328,ATS DI PAVIA,030197,00,CASA DI CURA VILLA ESPERIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1988 12:00:00 AM,,"V.LE DEI SALICI, 35",27052,GODIASCO SALICE TERME,0383945211,0383945208,Senza livello emergenza,
324,324,ATS DELLA BRIANZA,030284,00,CENTRO DI RIABIL.VILLA BERETTA-COSTA M,4,OSPEDALE CLASSIFICATO,01/01/1997 12:00:00 AM,,"VIA NAZARIO SAURO, 17",23845,COSTA MASNAGA,031 8544211,0318544347,Senza livello emergenza,
324,324,ATS DELLA BRIANZA,030106,00,CASA DI CURA POLICLINICO - MONZA,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1984 12:00:00 AM,,VIA AMATI N.111,20900,MONZA,039 28101,039 2810470,PS,
327,726,ASST DI CREMA,030215,00,OSPEDALE S. MARTA - RIVOLTA D'ADDA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,VIALE MONTE GRAPPA 15,26027,RIVOLTA D'ADDA,03633781,0363378266,PPI,
324,715,ASST DI LECCO,030903,00,OSPEDALE DI CIRCOLO A. MANZONI - LECCO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995 12:00:00 AM,,"VIA DELL'EREMO, 9/11",23900,LECCO,848884422,0341/489000,DEA-PS,
321,703,ASST FATEBENEFRATELLI SACCO,030057,00,OSPEDALE M. MELLONI - MILANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,VIA MACEDONIO MELLONI 52,20129,MILANO,02  63633228,0263633241,PS,X
321,701,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,030701,00,ASST GRANDE OSPEDALE METROPOLITANO NIGUARDA,0,AZIENDA OSPEDALIERA,01/01/2016 12:00:00 AM,,PIAZZA OSPEDALE MAGGIORE N. 3,20162,MILANO,0264441,,Senza livello emergenza,
322,710,ASST DEI SETTE LAGHI,030901,03,OSPEDALE DI CUASSO - CUASSO AL MONTE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2015 12:00:00 AM,,VIA IMBORGNANA 7,21050,CUASSO AL MONTE,0332910111,0332910279,Senza livello emergenza,
321,705,ASST OVEST MILANESE,030281,00,OSPEDALE DI LEGNANO E CUGGIONO-LEGNANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1997 12:00:00 AM,,VIA PAPA GIOVANNI PAOLO II,20025,LEGNANO,0331449883,0331449970,DEA-PS,
325,718,ASST PAPA GIOVANNI XXIII,030718,00,ASST PAPA GIOVANNI XXIII,0,AZIENDA OSPEDALIERA,01/01/2016 12:00:00 AM,,PIAZZA ORGANIZZAZIONE MONDIALE DELLA SANITA' N.1,24127,BERGAMO,035267111,,Senza livello emergenza,
326,721,ASST DEGLI SPEDALI CIVILI DI BRESCIA,030162,00,PRESIDIO OSPEDALIERO GARDONE V.T.,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,VIA GIOVANNI XXIII N.4,25063,GARDONE VAL TROMPIA,030 89331,0308933274,PS,
328,328,ATS DI PAVIA,030198,00,ISTITUTO CLINICO BEATO MATTEO,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1984 12:00:00 AM,,C.SO PAVIA 84,27029,VIGEVANO,03813011,0381347414,PS,
325,719,ASST DI BERGAMO OVEST,030131,00,OSPEDALE DI TREVIGLIO E CARAVAGGIO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,PIAZZALE OSPEDALE 1,24047,TREVIGLIO,0363 4241,0363 424529,DEA-PS,X
325,325,ATS DI BERGAMO,030356,00,ISTITUTO CLINICO HABILITA - CISERANO,51,CASA DI CURA ACCREDITATA A CONTRATTO,05/01/2004 12:00:00 AM,,"VIA BOLOGNA, 1",24040,CISERANO,035 4815511,035 882402,Senza livello emergenza,
322,322,ATS DELL'INSUBRIA,030364,00,FOND. GAETANO E PIERA BORGHI - BREBBIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,10/01/2005 12:00:00 AM,,"VIA PETRARCA, 33",21026,BREBBIA,0332971333,0332971335,Senza livello emergenza,
321,934,FOND. MONZINO - CENTRO CARDIOLOGICO- MI,030934,00,"CENTRO CARDIOLOGICO ""FOND. MONZINO"" - MILANO",32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,01/01/1995 12:00:00 AM,,"VIA CARLO PAREA, 4",20138,MILANO,02  58002.1,0258002259,PS,
327,725,ASST DI MANTOVA,030907,00,OSPEDALE C. POMA - MANTOVA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995 12:00:00 AM,,STRADA LAGO PAIOLO 10,46100,MANTOVA,03762011,0376/324250,DEA-PS,X
321,937,PRO JOVENTUDE DON C. GNOCCHI - MI,030937,00,IRCCS S.M.NASCENTE-FOND.DON C.GNOCCHI-MILANO,32,ISTITUTO DI RICOVERO E CURA A CARATTERE SCIENTIFICO - PRIVATO,01/01/1995 12:00:00 AM,,"VIA CAPECELATRO, 66",20148,MILANO,0240308226,0240092297,Senza livello emergenza,
328,727,ASST DI PAVIA,030383,00,NUOVO OSPEDALE DI BRONI E STRADELLA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2009 12:00:00 AM,,VIA ACHILLI 3,27049,STRADELLA,03855821,0385582023,PS,
322,711,ASST DELLA VALLE OLONA,030006,00,OSP. S. ANTONIO ABATE - GALLARATE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,VIA PASTORI 4,21013,GALLARATE,0331751254,0331751259,DEA-PS,
322,322,ATS DELL'INSUBRIA,030038,00,CASA DI CURA LE BETULLE-APPIANO GENTILE,52,CASA DI CURA ACCREDITATA NON A CONTRATTO,04/01/1966 12:00:00 AM,,VIALE ITALIA 33,22070,APPIANO GENTILE,031 973311,031931456,Senza livello emergenza,
323,714,ASST DELLA VALCAMONICA,030274,00,OSPEDALE VALCAMONICA - ESINE,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,12/01/1992 12:00:00 AM,,VIA MANZONI  142,25040,ESINE,03643691,0364369275,DEA-PS,
327,327,ATS DELLA VAL PADANA,030219,00,CASA DI CURA FIGLIE DI S.CAMILLO-CR,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1995 12:00:00 AM,,VIA F. FILZI 56,26100,CREMONA,0372421111,0372421133,Senza livello emergenza,
326,723,ASST DEL GARDA,030156,00,OSPEDALE DI DESENZANO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1988 12:00:00 AM,,LOC. MONTECROCE,25015,DESENZANO DEL GARDA,030 91451,0309145447,DEA-PS,
328,328,ATS DI PAVIA,030201,00,CASA DI CURA CITTADELLA SOCIALE,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1984 12:00:00 AM,,VIA AVANZA 8,27037,PIEVE DEL CAIRO,0384831811,0384831817,Senza livello emergenza,
321,709,ASST DI LODI,030079,00,OSPEDALE CIVICO - CODOGNO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1983 12:00:00 AM,,VIALE MARCONI 1,26845,CODOGNO,0377465.1,0377465303,PS,
327,725,ASST DI MANTOVA,030227,00,PRESIDIO OSPEDALIERO - ASOLA,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1988 12:00:00 AM,,"PIAZZA 80° FANTERIA, 1",46041,ASOLA,03767211,0376/720189,PS,
328,328,ATS DI PAVIA,030202,00,IST.DI CURA CITTA'DI PAVIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1984 12:00:00 AM,,VIALE PARCO VECCHIO  27,27100,PAVIA,0382433611,0382433716,Senza livello emergenza,
326,326,ATS DI BRESCIA,030175,00,CASA DI CURA S. CAMILLO - BRESCIA,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1988 12:00:00 AM,,VIA FILIPPO TURATI N.44,25123,BRESCIA,0302910311,030293369,Senza livello emergenza,
325,325,ATS DI BERGAMO,030143,00,HUMANITAS GAVAZZENI,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1938 12:00:00 AM,,VIA M. GAVAZZENI 21,24125,BERGAMO,035 4204111,035 322376,DEA-PS,
321,709,ASST DI LODI,030067,00,OSPEDALE MAGGIORE DI LODI,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1984 12:00:00 AM,,"VIALE SAVOIA,1",26900,LODI,0371371,,DEA-PS,
322,322,ATS DELL'INSUBRIA,030029,00,OSP.SACRA FAMIGLIA - F.B.F. - ERBA,4,OSPEDALE CLASSIFICATO,01/01/1984 12:00:00 AM,,VIA FATEBENEFRATELLI 20,22036,ERBA,031638111,031638229,DEA-PS-PPI,X
321,705,ASST OVEST MILANESE,030074,02,OSPEDALE C. CANTU' ABBIATEGRASSO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/2018 12:00:00 AM,,PIAZZA B. CAZZAMINI MUSSI  1,20081,ABBIATEGRASSO,0294861,029486227,PPI,
328,727,ASST DI PAVIA,030190,00,OSPEDALE CARLO MIRA-CASORATE PRIMO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,04/01/1981 12:00:00 AM,,"VIA DELL'ORTO,99",27022,CASORATE PRIMO,02  900401,0290040293,PPI,
327,724,ASST DI CREMONA,030273,00,OSPEDALE OGLIO PO,12,OSPEDALE A GESTIONE DIRETTA PRESIDIO DELLA AO,01/01/1995 12:00:00 AM,,VIA STAFFOLO 51-VICOMOSCANO,26041,CASALMAGGIORE,03752811,0375281493,DEA-PS,
327,327,ATS DELLA VAL PADANA,030217,00,CASA DI CURA ANCELLE DELLA CARITA'-CR,51,CASA DI CURA ACCREDITATA A CONTRATTO,01/01/1995 12:00:00 AM,,"VIA ASELLI, 14",26100,CREMONA,0372535711,03725357775,Senza livello emergenza,
321,705,ASST OVEST MILANESE,030705,00,ASST OVEST MILANESE,0,AZIENDA OSPEDALIERA,01/01/2016 12:00:00 AM,,VIA PAPA GIOVANNI PAOLO II C.P. 3,20025,LEGNANO,0331449111,0331595275,Senza livello emergenza,
325,325,ATS DI BERGAMO,030337,00,VILLA SANT'APOLLONIA S.R.L. - BERGAMO,52,CASA DI CURA ACCREDITATA NON A CONTRATTO,06/01/1998 12:00:00 AM,,VIA G. MOTTA 37,24123,BERGAMO,035 347172,035 360900,Senza livello emergenza,
