ANNO,CODICE ATS RESIDENZA,DESCRIZIONE ATS RESIDENZA,COORDINATA GEOGRAFICA X,COORDINATA GEOGRAFICA Y,POSIZIONE ATS,CODICE_ACC_DI_DIAGNOSI,DESCRIZIONE ACC DI DIAGNOSI,TASSO RICOVERI STESSA ATS,TASSO RICOVERI ALTRA ATS
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),191,POLIDRAMNIOS E ALTRI PROBLEMI COLLEGATI ALLA CAVITA' AMNIOTICA,0.92,0.08
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),115,"ANEURISMI AORTICI, DELLE ARTERIE PERIFERICHE E VISCERALI",0.33,0.01
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),153,EMORRAGIA GASTROINTESTINALE,0.00,0.45
2017,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),167,MALATTIE DEL SENO NON MALIGNE,0.25,0.07
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),128,ASMA,0.19,0.02
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),47,ALTRI E NON SPECIFICATI TUMORI BENIGNI,1.19,0.53
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),165,CONDIZIONI INFIAMMATORIE DEGLI ORGANI GENITALI MASCHILI,0.00,0.17
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),238,COMPLICAZIONI DI INTERVENTI CHIRURGICI O DI CURE MEDICHE,0.88,0.40
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),242,AVVELENAMENTO DA ALTRI FARMACI E MEDICAMENTI,0.00,0.12
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),123,INFLUENZA,0.00,0.03
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),662,SUICIDIO E LESIONI INTENZIONALI AUTO-INFLITTE,0.00,0.00
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),36,TUMORI MALIGNI DELLA GHIANDOLA TIROIDE,0.08,0.05
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),48,DISORDINI DELLA GHIANDOLA TIROIDEA,0.07,0.18
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),137,"MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI",0.13,0.05
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),20,ALTRI TUMORI MALIGNI DELL'APPARATO RESPIRATORIO E DEGLI ORGANI INTRATORACICI,0.00,0.07
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),54,GOTTA E ALTRE ARTROPATIE DA MICROCRISTALLI,0.01,0.00
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),165,CONDIZIONI INFIAMMATORIE DEGLI ORGANI GENITALI MASCHILI,0.00,0.42
2014,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),124,TONSILLITE ACUTA E CRONICA,0.00,1.17
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),219,"PREMATURITA', IMMATURITA', BASSO PESO ALLA NASCITA E RITARDO DELLA CRESCITA FETALE",0.37,0.14
2019,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),20,ALTRI TUMORI MALIGNI DELL'APPARATO RESPIRATORIO E DEGLI ORGANI INTRATORACICI,0.07,0.03
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),180,GRAVIDANZA ECTOPICA,0.10,0.01
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),58,"ALTRI DISORDINI ENDOCRINI, METABOLICI E NUTRIZIONALI",0.69,0.16
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),660,DISTURBI MENTALI DOVUTI AD ABUSO DI ALCOOL,0.34,0.04
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),62,DIFETTI DELLA COAGULAZIONE E CONDIZIONI EMORRAGICHE,0.10,0.02
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),76,MENINGITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.04
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),53,DISORDINI DEL METABOLISMO DEI LIPIDI,0.00,0.00
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),116,EMBOLIA O TROMBOSI DELL'AORTA E DELLE ARTERIE PERIFERICHE,0.00,0.20
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),174,INFERTILITA' FEMMINILE,0.00,1.70
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),87,"DISTACCO E ROTTURE DELLA RETINA, OCCLUSIONE VASCOLARE E RETINOPATIA",0.00,0.51
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),21,TUMORI MALIGNI DELLE OSSA E DEL TESSUTO CONNETTIVO,0.00,0.08
2015,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.00,0.31
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),51,ALTRI DISORDINI ENDOCRINI,0.00,0.11
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,0.22,0.08
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),81,ALTRI DISTURBI EREDITARI E DEGENERATIVI DEL SISTEMA NERVOSO,0.43,0.07
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),142,APPENDICITE E ALTRE MALATTIE DELL'APPENDICE,0.74,0.14
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),208,DEFORMAZIONI ACQUISITE DEL PIEDE,0.54,0.22
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),250,NAUSEA E VOMITO,0.00,0.05
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),111,ALTRE E MAL DEFINITE VASCULOPATIE CEREBRALI,0.00,0.37
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),102,DOLORE TORACICO NON SPECIFICO,0.00,0.34
2014,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),194,PARTO CON APPLICAZIONE DI FORCIPE,0.00,0.21
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),240,USTIONI,0.00,0.06
2016,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),156,"NEFRITE, SINDROME NEFROSICA E SCLEROSI RENALE",0.08,0.03
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),54,GOTTA E ALTRE ARTROPATIE DA MICROCRISTALLI,0.00,0.03
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),251,DOLORE ADDOMINALE,0.56,0.09
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),186,"DIABETE O ALTERATA TOLLERANZA AL GLUCOSIO COMPLICANTE LA GRAVIDANZA, IL PARTO E IL PUERPERIO",0.00,0.15
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),89,CECITA' E DIFETTI VISIVI,0.03,0.01
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),176,MISURE CONTRACCETTIVE E PROCREATIVE,0.04,0.03
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),255,ACCESSO PER MOTIVI AMMINISTRATIVI/SOCIALI,0.00,0.09
2018,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),191,POLIDRAMNIOS E ALTRI PROBLEMI COLLEGATI ALLA CAVITA' AMNIOTICA,1.00,0.14
2016,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),232,DISTORSIONE E DISTRAZIONE,0.15,0.03
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),176,MISURE CONTRACCETTIVE E PROCREATIVE,0.07,0.03
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),14,TUMORI MALIGNI DEL COLON,0.00,0.46
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),86,CATARATTA,0.19,0.09
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),112,ISCHEMIA CEREBRALE TRANSITORIA,0.35,0.02
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),241,AVVELENAMENTO DA SOSTANZE PSICOTROPE,0.02,0.00
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),653,"DELIRIUM, DEMENTIA, AMNESIA E ALTRI DISTURBI COGNITIVI",0.53,0.01
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),34,TUMORI MALIGNI DI ALTRI ORGANI URINARI,0.00,0.04
2013,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),39,LEUCEMIE,0.00,0.14
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),229,FRATTURE DEGLI ARTI SUPERIORI,1.30,0.25
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),101,ATEROSCLEROSI CORONARICA E ALTRE MALATTIE ISCHEMICHE CARDIACHE,2.55,0.17
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),158,INSUFFICIENZA RENALE CRONICA,0.00,1.07
2019,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),162,ALTRE MALATTIE DELLA VESCICA E DELL'URETRA,0.40,0.03
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),244,ALTRI TRAUMATISMI E CONDIZIONI DOVUTE A CAUSE ESTERNE,0.21,0.02
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),137,"MALATTIE DELLA BOCCA, ESCLUSE LE DENTALI",0.10,0.04
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),57,MALATTIE DEL SISTEMA IMMUNITARIO,0.00,0.04
2018,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),10,VACCINAZIONI ED ESAMI PER L'INDIVIDUAZIONE DI MALATTIE INFETTIVE,0.00,0.01
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),236,FERITE APERTE DEGLI ARTI,0.00,0.20
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),149,MALATTIE DELLE VIE BILIARI,2.08,0.52
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),63,MALATTIE DEI GLOBULI BIANCHI,0.18,0.01
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),117,ALTRE MALATTIE CIRCOLATORIE,0.00,0.35
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),84,"CEFALEA , INCLUSA L'EMICRANIA",0.00,0.15
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),18,TUMORI MALIGNI DI ALTRI ORGANI GASTROINTESTINALI E DEL PERITONEO,0.00,0.20
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),161,ALTRE MALATTIE DEL RENE E DEGLI URETERI,0.30,0.17
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),200,ALTRI DISTURBI CUTANEI,0.20,0.12
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),242,AVVELENAMENTO DA ALTRI FARMACI E MEDICAMENTI,0.00,0.07
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),53,DISORDINI DEL METABOLISMO DEI LIPIDI,0.00,0.00
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),246,FEBBRE DI ORIGINE SCONOSCIUTA,0.00,0.24
2018,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),48,DISORDINI DELLA GHIANDOLA TIROIDEA,0.20,0.05
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),6,EPATITE,0.09,0.01
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),161,ALTRE MALATTIE DEL RENE E DEGLI URETERI,0.00,0.21
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),10,VACCINAZIONI ED ESAMI PER L'INDIVIDUAZIONE DI MALATTIE INFETTIVE,0.01,0.00
2012,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),57,MALATTIE DEL SISTEMA IMMUNITARIO,0.00,0.01
2016,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),243,AVVELENAMENTO DA SOSTANZE NON MEDICAMENTOSE,0.06,0.00
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),97,"PERI-, ENDO- E MIOCARDITI, CARDIOMIOPATIE (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE)",0.56,0.10
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),107,ARRESTO CARDIACO E FIBRILLAZIONE VENTRICOLARE,0.00,0.04
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),219,"PREMATURITA', IMMATURITA', BASSO PESO ALLA NASCITA E RITARDO DELLA CRESCITA FETALE",0.00,0.59
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),212,ALTRE MALATTIE DELLE OSSA E DEFORMAZIONI MUSCOLOSCHELETRICHE,0.00,0.24
2017,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),203,OSTEOARTROSI,2.00,0.53
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),107,ARRESTO CARDIACO E FIBRILLAZIONE VENTRICOLARE,0.00,0.04
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),656,DISTURBI DEL CONTROLLO DEGLI IMPULSI NON CLASSIFICATI ALTROVE,0.00,0.00
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),86,CATARATTA,0.16,0.07
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),147,MALATTIE DEL RETTO E DELL'ANO,0.00,0.64
2014,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),190,SOFFERENZA FETALE E ANOMALIE DELLE CONTRAZIONI UTERINE IN TRAVAGLIO,0.00,0.15
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),131,"INSUFFICIENZA RESPIRATORIA, ARRESTO RESPIRATORIO (ADULTI)",0.00,1.89
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),184,MINACCIA O TRAVAGLIO DI PARTO PRECOCE,0.00,0.52
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),205,"SPONDILOSI, PATOLOGIE DEI DISCHI INTERVERTEBRALI, ALTRI DISTURBI DEL DORSO",0.00,1.42
2012,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),193,TRAUMA DEL PERINEO E DELLA VULVA NEL CORSO DEL PARTO,0.00,1.37
2015,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),82,PARALISI,0.00,0.54
2017,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),85,"COMA, STUPORE E DANNO ENCEFALICO",0.11,0.04
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),236,FERITE APERTE DEGLI ARTI,0.00,0.23
2019,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),200,ALTRI DISTURBI CUTANEI,0.22,0.08
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),653,"DELIRIUM, DEMENTIA, AMNESIA E ALTRI DISTURBI COGNITIVI",0.17,0.03
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),7,INFEZIONI VIRALI,0.41,0.02
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),21,TUMORI MALIGNI DELLE OSSA E DEL TESSUTO CONNETTIVO,0.00,0.10
2013,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),250,NAUSEA E VOMITO,0.00,0.07
2016,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),110,OCCLUSIONE O STENOSI DELLE ARTERIE PRECEREBRALI,0.23,0.13
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),657,DISTURBI DELL'UMORE,0.00,0.72
2014,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),19,TUMORI MALIGNI DEI BRONCHI E DEI POLMONI,0.00,0.72
2015,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),117,ALTRE MALATTIE CIRCOLATORIE,0.00,0.42
2016,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),233,TRAUMATISMO INTRACRANICO,0.72,0.04
2014,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),23,ALTRI TUMORI MALIGNI NON EPITELIALI DELLA CUTE,0.00,1.27
2018,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),179,COMPLICAZIONI SUCCESSIVE AD ABORTO,0.02,0.00
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),153,EMORRAGIA GASTROINTESTINALE,0.33,0.03
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),51,ALTRI DISORDINI ENDOCRINI,0.00,0.19
2014,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),161,ALTRE MALATTIE DEL RENE E DEGLI URETERI,0.00,0.34
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),160,CALCOLOSI DELLE VIE URINARIE,0.00,1.62
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),93,SINDROMI VERTIGINOSE ED ALTRI DISTURBI DEL SISTEMA VESTIBOLARE,0.11,0.02
2013,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),28,TUMORI MALIGNI DI ALTRI ORGANI GENITALI FEMMINILI,0.00,0.06
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),77,ENCEFALITI (ESCLUSE QUELLE CAUSATE DA TUBERCOLOSI O DA MALATTIE SESSUALMENTE TRASMESSE),0.00,0.07
2017,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),21,TUMORI MALIGNI DELLE OSSA E DEL TESSUTO CONNETTIVO,0.03,0.04
2012,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),130,"PLEURITE, PNEUMOTORACE, COLLASSO POLMONARE",0.00,0.40
2019,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),660,DISTURBI MENTALI DOVUTI AD ABUSO DI ALCOOL,0.16,0.08
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),188,"SPROPORZIONE FETOPELVICA, OSTACOLO",0.00,0.10
2018,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),182,"PERDITA EMATICA IN GRAVIDANZA, ABRUPTIO PLACENTAE, PLACENTA PREVIA",0.13,0.05
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),37,MALATTIA DI HODGKIN,0.00,0.06
2012,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),240,USTIONI,0.00,0.08
2019,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),652,DEFICIT DELL'ATTENZIONE E DISTURBI DI IPERATTIVITA',0.02,0.01
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),660,DISTURBI MENTALI DOVUTI AD ABUSO DI ALCOOL,0.00,0.92
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),223,TRAUMI OSTETRICI,0.00,0.00
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),117,ALTRE MALATTIE CIRCOLATORIE,0.00,0.33
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),157,INSUFFICIENZA RENALE ACUTA O NON SPECIFICATA,0.00,0.42
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),160,CALCOLOSI DELLE VIE URINARIE,0.00,1.51
2013,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),191,POLIDRAMNIOS E ALTRI PROBLEMI COLLEGATI ALLA CAVITA' AMNIOTICA,0.00,1.03
2012,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),118,"FLEBITE, TROMBOFLEBITE E TROMBOEMBOLIA",0.00,0.18
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),179,COMPLICAZIONI SUCCESSIVE AD ABORTO,0.02,0.00
2015,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),156,"NEFRITE, SINDROME NEFROSICA E SCLEROSI RENALE",0.00,0.06
2013,323,ATS DELLA MONTAGNA,10.32968894,46.33431031,POINT (10.32968894 46.33431031),186,"DIABETE O ALTERATA TOLLERANZA AL GLUCOSIO COMPLICANTE LA GRAVIDANZA, IL PARTO E IL PUERPERIO",0.00,0.10
2017,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),30,TUMORI MALIGNI DEL TESTICOLO,0.03,0.02
2018,328,ATS DI PAVIA,9.14034225,45.20086141,POINT (9.14034225 45.20086141),39,LEUCEMIE,0.21,0.02
2016,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),46,TUMORI BENIGNI DELL'UTERO,0.66,0.03
2012,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),99,IPERTENSIONE CON COMPLICAZIONI E IPERTENSIONE SECONDARIA,0.00,0.37
2015,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),64,ALTRE CONDIZIONI EMATOLOGICHE,0.00,0.02
2017,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),161,ALTRE MALATTIE DEL RENE E DEGLI URETERI,0.51,0.02
2014,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),652,DEFICIT DELL'ATTENZIONE E DISTURBI DI IPERATTIVITA',0.00,0.00
2013,324,ATS DELLA BRIANZA,9.298423314,45.69919245,POINT (9.298423314 45.69919245),11,TUMORI MALIGNI DI TESTA E COLLO,0.00,0.33
2017,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),45,CHEMIOTERAPIA E RADIOTERAPIA,1.68,0.15
2017,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),87,"DISTACCO E ROTTURE DELLA RETINA, OCCLUSIONE VASCOLARE E RETINOPATIA",0.32,0.18
2016,322,ATS DELL'INSUBRIA,8.837196022,45.80802245,POINT (8.837196022 45.80802245),231,ALTRE FRATTURE,0.59,0.23
2018,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),16,TUMORI MALIGNI DEL FEGATO E DEI DOTTI BILIARI INTRAEPATICI,0.32,0.02
2012,327,ATS DELLA VAL PADANA,10.02604335,45.1439181,POINT (10.02604335 45.1439181),258,ALTRE RICERCHE PER CONDIZIONI MORBOSE SOSPETTE (ESCLUSI I DISTURBI MENTALI O LE MALATTIE INFETTIVE),0.00,0.16
2016,325,ATS DI BERGAMO,9.63853045,45.68701679,POINT (9.63853045 45.68701679),177,ABORTO SPONTANEO,0.14,0.03
2015,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),44,TUMORI DI NATURA NON SPECIFICATA O COMPORTAMENTO INCERTO,0.00,0.56
2012,321,ATS DELLA CITTA' METROPOLITANA DI MILANO,9.198811423,45.44410928,POINT (9.198811423 45.44410928),113,POSTUMI DELLE MALATTIE CEREBROVASCOLARI,0.00,0.60
2013,326,ATS DI BRESCIA,10.25368782,45.65171815,POINT (10.25368782 45.65171815),259,"CODICI RESIDUI, NON CLASSIFICATI",0.00,1.48
